Genus,Division,DivisionCommonName,Subclass,Superorder,Order,Family,FamilyCommonName,Subfamily,Tribe,Field11,Field12
Ammi,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Apiales,APIACEAE,Carrot/Parsley Family,APIOIDEAE (Celery Subfamily),APIEAE (Celery Tribe),,
Ammoselinum,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Apiales,APIACEAE,Carrot/Parsley Family,APIOIDEAE (Celery Subfamily),UNCERTAIN TRIBE (Incertae Sedis),,
Amorpha,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Fabales,FABACEAE,Legume Family,Crotonoideae (Croton Subfamily),Crotoneae (Croton Tribe),,
Amorpha,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Fabales,FABACEAE,Legume Family,Crotonoideae (Croton Subfamily),Crotoneae (Croton Tribe),,
Amorpha,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Fabales,FABACEAE,Legume Family,Crotonoideae (Croton Subfamily),Crotoneae (Croton Tribe),,
Ampelopsis,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Vitales,VITACEAE,Grape Family,Coryloideae (Hazelnut Subfamily),Coryleae (Hazelnut Tribe),,
Ampelopsis,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Vitales,VITACEAE,Grape Family,,Benincaseae (Wax-Gourd Tribe),,
Ampelopsis,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Vitales,VITACEAE,Grape Family,,Benincaseae (Wax-Gourd Tribe),,
Amphiachyris,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),ASTEREAE (Aster Tribe),,
Amphicarpaea,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Fabales,FABACEAE,Legume Family,Grewioideae (Grewia Subfamily),,,
Amphicarpaea,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Fabales,FABACEAE,Legume Family,Grewioideae (Grewia Subfamily),,,
Amphicarpum,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Sedoideae (Stonecrop Subfamily),,,
Amsonia,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Amsonia,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Amsonia,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Amsonia,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Anagallis,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Ericales,LYSIMACHIACEAE,Yellow-Loosestrife Family,Asteroideae (Aster Subfamily),Astereae (Aster Tribe),,
Anagallis,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Ericales,LYSIMACHIACEAE,Yellow-Loosestrife Family,Asteroideae (Aster Subfamily),Astereae (Aster Tribe),,
Andropogon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Anemoneae (Anemone Tribe),,
Andropogon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Anemoneae (Anemone Tribe),,
Andropogon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Anemoneae (Anemone Tribe),,
Andropogon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Anemoneae (Anemone Tribe),,
Andropogon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Anemoneae (Anemone Tribe),,
Andropogon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Anemoneae (Anemone Tribe),,
Andropogon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Anemoneae (Anemone Tribe),,
Andropogon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Delphinieae (Larkspur Tribe),,
Andropogon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Delphinieae (Larkspur Tribe),,
Andropogon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Delphinieae (Larkspur Tribe),,
Andropogon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Delphinieae (Larkspur Tribe),,
Andropogon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Delphinieae (Larkspur Tribe),,
Andropogon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Delphinieae (Larkspur Tribe),,
Andropogon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Delphinieae (Larkspur Tribe),,
Andropogon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Ranunculeae (Buttercup Tribe),,
Andropogon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Ranunculeae (Buttercup Tribe),,
Anemone,Angiosperms,Flowering Plants,Magnoliidae,Ranunculanae,Ranunculales,RANUNCULACEAE,Buttercup/Crowfoot Family,Spiraeoideae (Spirea Subfamily),Pyreae (Pear Tribe),,
Anemone,Angiosperms,Flowering Plants,Magnoliidae,Ranunculanae,Ranunculales,RANUNCULACEAE,Buttercup/Crowfoot Family,Spiraeoideae (Spirea Subfamily),Pyreae (Pear Tribe),,
Anemone,Angiosperms,Flowering Plants,Magnoliidae,Ranunculanae,Ranunculales,RANUNCULACEAE,Buttercup/Crowfoot Family,Spiraeoideae (Spirea Subfamily),Pyreae (Pear Tribe),,
Anemone,Angiosperms,Flowering Plants,Magnoliidae,Ranunculanae,Ranunculales,RANUNCULACEAE,Buttercup/Crowfoot Family,Spiraeoideae (Spirea Subfamily),Pyreae (Pear Tribe),,
Anemone,Angiosperms,Flowering Plants,Magnoliidae,Ranunculanae,Ranunculales,RANUNCULACEAE,Buttercup/Crowfoot Family,Spiraeoideae (Spirea Subfamily),Pyreae (Pear Tribe),,
Anemone,Angiosperms,Flowering Plants,Magnoliidae,Ranunculanae,Ranunculales,RANUNCULACEAE,Buttercup/Crowfoot Family,Spiraeoideae (Spirea Subfamily),Pyreae (Pear Tribe),,
Anethum,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Apiales,APIACEAE,Carrot/Parsley Family,APIOIDEAE (Celery Subfamily),APIEAE (Celery Tribe),,
Angelica,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Apiales,APIACEAE,Carrot/Parsley Family,APIOIDEAE (Celery Subfamily),SELINEAE (Milk Parsley Tribe),,
Anoda,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Malvales,MALVACEAE,Mallow Family,,Plantagineae (Plantain Tribe),,
Antennaria,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),GNAPHALIEAE (Cudweed Tribe),,
Antennaria,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),GNAPHALIEAE (Cudweed Tribe),,
Antennaria,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),GNAPHALIEAE (Cudweed Tribe),,
Antennaria,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),GNAPHALIEAE (Cudweed Tribe),,
Anthemis,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),ANTHEMIDEAE (Chamomile Tribe),,
Anthemis,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),ANTHEMIDEAE (Chamomile Tribe),,
Anthenantia,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Sedoideae (Stonecrop Subfamily),,,
Anthenantia,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Sedoideae (Stonecrop Subfamily),,,
Anthoxanthum,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Papilionoideae (Legume Subfamily),Robinieae (Locust Tribe),,
Anthoxanthum,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Papilionoideae (Legume Subfamily),Robinieae (Locust Tribe),,
Anthriscus,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Apiales,APIACEAE,Carrot/Parsley Family,APIOIDEAE (Celery Subfamily),SCANDICEAE (Shepherd’s-Needle Tribe),,
Antigonon,Angiosperms,Flowering Plants,Magnoliidae,Caryophyllanae,Caryophyllales,POLYGONACEAE,Buckwheat Family,Teucrioideae (Germander Subfamily),Teucrieae (Germander Tribe),,
Antirrhinum,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Lamiales,PLANTAGINACEAE,Plantain Family,Cichorioideae (Chicory Subfamily),Vernonieae (Ironweed Tribe),,
Aphanes,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Rosales,ROSACEAE,Rose Family,,Erysimeae (Wallflower Tribe),,
Apios,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Fabales,FABACEAE,Legume Family,Grewioideae (Grewia Subfamily),,,
Apios,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Fabales,FABACEAE,Legume Family,Grewioideae (Grewia Subfamily),,,
Aplectrum,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Asparagales,ORCHIDACEAE,Orchid Family,Caricoideae (Sedge Subfamily),Cariceae (Sedge Tribe),,
Apocynum,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Apocynum,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Apteria,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Dioscoreales,BURMANNIACEAE,Burmannia Family,Caricoideae (Sedge Subfamily),Cariceae (Sedge Tribe),,
Aquilegia,Angiosperms,Flowering Plants,Magnoliidae,Ranunculanae,Ranunculales,RANUNCULACEAE,Buttercup/Crowfoot Family,Quercoideae (Oak Subfamily),,,
Arabidopsis,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Brassicales,BRASSICACEAE,Mustard Family,Nepetoideae (Catnip Subfamily),Mentheae (Mint Tribe),,
Arabidopsis,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Brassicales,BRASSICACEAE,Mustard Family,Nepetoideae (Catnip Subfamily),Mentheae (Mint Tribe),,
Arabis,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Brassicales,BRASSICACEAE,Mustard Family,Nepetoideae (Catnip Subfamily),Elsholtzieae (Elsholtzia Tribe),,
Arabis,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Brassicales,BRASSICACEAE,Mustard Family,Nepetoideae (Catnip Subfamily),Mentheae (Mint Tribe),,
Arachis,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Fabales,FABACEAE,Legume Family,Euphorbioideae (Spurge Subfamily),Euphorbieae (Spurge Tribe),,
Arachis,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Fabales,FABACEAE,Legume Family,Euphorbioideae (Spurge Subfamily),Euphorbieae (Spurge Tribe),,
Aralia,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Apiales,ARALIACEAE,Ginseng Family,ARALIOIDEAE (Ginseng Subfamily),,,
Aralia,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Apiales,ARALIACEAE,Ginseng Family,ARALIOIDEAE (Ginseng Subfamily),,,
Arctium,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,CICHORIOIDEAE (Chicory Subfamily),CARDUEAE (Thistle Tribe),,
Arctium,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,CICHORIOIDEAE (Chicory Subfamily),CARDUEAE (Thistle Tribe),,
Ardisia,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Ericales,MYRSINACEAE,Colicwood Family,Asteroideae (Aster Subfamily),Astereae (Aster Tribe),,
Arenaria,Angiosperms,Flowering Plants,Magnoliidae,Caryophyllanae,Caryophyllales,CARYOPHYLLACEAE,Pink Family,,Rhinantheae (Yellow-Rattle Tribe),,
Arenaria,Angiosperms,Flowering Plants,Magnoliidae,Caryophyllanae,Caryophyllales,CARYOPHYLLACEAE,Pink Family,,Duranteae (Dewdrops Tribe),,
Argemone,Angiosperms,Flowering Plants,Magnoliidae,Ranunculanae,Ranunculales,PAPAVERACEAE,Poppy Family,Spiraeoideae (Spirea Subfamily),Gillenieae (Indian-Physic Tribe),,
Argemone,Angiosperms,Flowering Plants,Magnoliidae,Ranunculanae,Ranunculales,PAPAVERACEAE,Poppy Family,Spiraeoideae (Spirea Subfamily),Kerrieae (Kerria Tribe),,
Arisaema,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Alismatales,ARACEAE,Arum Family,,Allieae (Onion Tribe),,
Arisaema,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Alismatales,ARACEAE,Arum Family,,Allieae (Onion Tribe),,
Arisaema,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Alismatales,ARACEAE,Arum Family,,Allieae (Onion Tribe),,
Arisaema,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Alismatales,ARACEAE,Arum Family,,Gillesieae (Gilliesia Tribe),,
Aristida,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Aristida,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Aristida,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Aristida,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Aristida,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Aristida,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Aristida,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Aristida,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Aristida,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Aristida,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Aristida,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Aristida,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Aristida,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Aristida,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Aristida,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Aristida,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Arivela,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Brassicales,CLEOMACEAE,Spider-Flower/Cleome Family,Lamioideae (Henbit Subfamily),Synandreae (Synandra Tribe),,
Arnica,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),MADIEAE (Tarweed Tribe),,
Arnoglossum,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),SENECIONEAE (Ragwort Tribe),,
Arnoglossum,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),SENECIONEAE (Ragwort Tribe),,
Arnoglossum,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),SENECIONEAE (Ragwort Tribe),,
Arnoglossum,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),SENECIONEAE (Ragwort Tribe),,
Arnoglossum,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),SENECIONEAE (Ragwort Tribe),,
Arnoglossum,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),SENECIONEAE (Ragwort Tribe),,
Aronia,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Rosales,ROSACEAE,Rose Family,Polygonoideae (Knotweed Subfamily),Polygoneae (Knotweed Tribe),,
Aronia,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Rosales,ROSACEAE,Rose Family,Polygonoideae (Knotweed Subfamily),Rumiceae (Dock Tribe),,
Aronia,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Rosales,ROSACEAE,Rose Family,Polygonoideae (Knotweed Subfamily),Rumiceae (Dock Tribe),,
Arrhenatherum,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Papilionoideae (Legume Subfamily),Robinieae (Locust Tribe),,
Arrhenatherum,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Papilionoideae (Legume Subfamily),Robinieae (Locust Tribe),,
Artemisia,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),ANTHEMIDEAE (Chamomile Tribe),,
Artemisia,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),ANTHEMIDEAE (Chamomile Tribe),,
Artemisia,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Asterales,ASTERACEAE,Aster/Composite Family,ASTEROIDEAE (Aster Subfamily),ANTHEMIDEAE (Chamomile Tribe),,
Arthraxon,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Ranunculoideae (Buttercup Subfamily),Ranunculeae (Buttercup Tribe),,
Aruncus,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Rosales,ROSACEAE,Rose Family,Caryophylloideae (Pink Subfamily),,,
Arundinaria,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Arundinaria,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Arundinaria,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Arundo,Angiosperms,Flowering Plants,Magnoliidae,Lilianae,Poales,POACEAE,Grass Family,Pooideae (Bluegrass Subfamily),Aveneae (Oat Tribe),,
Asarum,Angiosperms,Flowering Plants,Magnoliidae,Magnoliidae,Piperales,ARISTOLOCHIACEAE,Birthwort Family,Vanilloideae (Vanilla Subfamily),Orchideae (Orchis Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asclepias,Angiosperms,Flowering Plants,Magnoliidae,Asteranae,Gentianales,APOCYNACEAE,Dogbane Family,Asteroideae (Aster Subfamily),Heliantheae (Sunflower Tribe),,
Asemeia,Angiosperms,Flowering Plants,Magnoliidae,Rosanae,Fabales,POLYGALACEAE,Milkwort Family,,Cardamineae (Bittercress Tribe),,
Asimina,Angiosperms,Flowering Plants,Magnoliidae,Magnoliidae,Magnoliales,ANNONACEAE,Custard-Apple Family,Iridoideae (Iris Subfamily),Sisyrinchieae (Blue-Eyed-Grass Tribe),,
